,full_path,age
0,10000217_1981-05-05_2009.jpg,28
1,100012_1948-07-03_2008.jpg,60
2,10002702_1960-11-09_2012.jpg,52
3,10003541_1937-09-27_1971.jpg,34
4,10004299_1908-08-19_1950.jpg,42
5,1000456_1933-06-12_1969.jpg,36
6,10004882_1987-05-16_2010.jpg,23
7,10005947_1981-04-07_2006.jpg,25
8,1000781_1930-07-07_2008.jpg,78
9,100097_1968-03-23_2010.jpg,42
10,1001231_1981-01-30_2014.jpg,33
11,10012532_1983-03-30_2011.jpg,28
12,100131_1926-09-06_1986.jpg,60
13,10013345_1956-05-26_1969.jpg,13
14,10014795_1968-10-11_2010.jpg,42
15,10015679_1977-03-01_2007.jpg,30
16,10016074_1987-07-27_2012.jpg,25
17,10016688_1963-07-28_2009.jpg,46
18,10017464_1973-08-03_2007.jpg,34
19,10026321_1984-05-17_2014.jpg,30
20,10028362_1974-10-18_2007.jpg,33
21,1002980_1966-01-31_2012.jpg,46
22,1003243_1965-04-10_2007.jpg,42
23,10033359_1945-06-14_2012.jpg,67
24,1003449_1920-08-10_1970.jpg,50
25,100384_1967-04-27_2015.jpg,48
26,1004027_1979-05-25_2010.jpg,31
27,1004429_1981-02-13_2007.jpg,26
28,1004540_1975-08-25_2011.jpg,36
29,10049200_1891-09-16_1958.jpg,67
30,1005258_1960-01-10_2013.jpg,53
31,10054011_1982-06-12_2009.jpg,27
32,10055379_1992-09-28_2010.jpg,18
33,1005927_1979-12-03_2006.jpg,27
34,10064003_1986-01-04_2009.jpg,23
35,1006407_1980-07-07_2005.jpg,25
36,100692_1954-12-28_2000.jpg,46
37,10071745_1981-10-16_2010.jpg,29
38,1007192_1935-05-27_2005.jpg,70
39,10071_1961-04-03_2010.jpg,49
40,10072598_1972-07-06_2009.jpg,37
41,1007499_1983-03-09_2013.jpg,30
42,10075401_1944-11-05_1982.jpg,38
43,10075415_1988-01-11_2010.jpg,22
44,10079169_1991-03-11_2010.jpg,19
45,1007928_1986-03-09_2009.jpg,23
46,10080646_1986-08-08_2014.jpg,28
47,1008133_1956-12-17_2009.jpg,53
48,1008283_1958-06-17_2009.jpg,51
49,10084176_1989-03-21_2014.jpg,25
50,10088281_1945-02-05_1973.jpg,28
51,1008840_1938-04-10_1976.jpg,38
52,10088854_1982-04-06_2002.jpg,20
53,10089110_1982-07-31_2009.jpg,27
54,10089844_1969-08-19_2000.jpg,31
55,10093174_1986-03-16_2012.jpg,26
56,10093585_1989-07-21_2011.jpg,22
57,20000636_1906-09-02_1941.jpg,35
58,2000219_1975-11-30_1996.jpg,21
59,2000562_1981-10-01_2013.jpg,32
60,20010364_1968-05-15_2007.jpg,39
61,20013406_1986-05-19_2012.jpg,26
62,20015278_1990-11-12_2011.jpg,21
63,2001740_1947-01-20_1993.jpg,46
64,20022961_1990-01-13_2014.jpg,24
65,20027069_1923-01-14_1951.jpg,28
66,20027350_1990-06-17_2014.jpg,24
67,2002856_1982-09-28_2013.jpg,31
68,20033040_1967-06-29_2009.jpg,42
69,20033935_1957-12-14_2014.jpg,57
70,20042203_1894-10-26_1944.jpg,50
71,2004855_1961-05-26_2011.jpg,50
72,20050128_1967-11-21_2010.jpg,43
73,2005290_1972-10-22_2008.jpg,36
74,200591_1947-01-24_1978.jpg,31
75,20065598_1919-10-26_1973.jpg,54
76,20068709_1949-06-19_2011.jpg,62
77,20069078_1974-04-24_2009.jpg,35
78,200750_1973-04-14_2014.jpg,41
79,2008016_1970-05-03_2009.jpg,39
80,20088629_1935-02-14_1956.jpg,21
81,20089715_1976-11-19_2012.jpg,36
82,2009326_1985-09-16_2010.jpg,25
83,2009614_1964-05-13_2008.jpg,44
84,30008387_1984-11-15_2012.jpg,28
85,30009853_1992-07-24_2015.jpg,23
86,3001099_1977-08-08_2011.jpg,34
87,30011835_1964-01-29_2010.jpg,46
88,3001226_1981-01-31_2012.jpg,31
89,3001477_1944-09-27_2010.jpg,66
90,3002053_1971-04-16_2011.jpg,40
91,30021129_1984-09-20_2011.jpg,27
92,30022636_1968-03-18_2007.jpg,39
93,30028425_1925-11-05_2008.jpg,83
94,3002912_1983-04-07_2012.jpg,29
95,3003021_1956-12-23_2014.jpg,58
96,30034447_1957-04-20_2011.jpg,54
97,30034_1955-06-08_2014.jpg,59
98,30040203_1985-04-01_2006.jpg,21
99,30046202_1945-12-11_2012.jpg,67
100,3005072_1968-08-09_2009.jpg,41
101,30058713_1991-12-09_2014.jpg,23
102,30062079_1991-03-13_2010.jpg,19
103,30066658_1911-10-20_1941.jpg,30
104,3006751_1949-03-28_2005.jpg,56
105,3006756_1977-01-12_2009.jpg,32
106,3007157_1930-10-11_2010.jpg,80
107,30072249_1989-11-14_2012.jpg,23
108,3007277_1954-09-07_2013.jpg,59
